Flight,Price,Currency,Stop,Duration,Date
FRA,"135,348",AMD,Direct,5h,2025-03-16
IST,"162,540",AMD,1 stop,13h 15m,2025-03-16
BCN,"37,561",AMD,1 stop,9h 55m,2025-03-16
DUS,"63,446",AMD,1 stop,9h 20m,2025-03-16
BCN,"58,555",AMD,1 stop,8h 35m,2025-03-16
BEG,"50,203",AMD,1 stop,8h 30m,2025-03-16
TLV,"308,813",AMD,1 stop,14h 20m,2025-03-16
TLV,"56,524",AMD,1 stop,5h 55m,2025-03-16
BEG,"293,517",AMD,1 stop,25h 50m,2025-03-16
ATH,"67,907",AMD,1 stop,10h 50m,2025-03-16
FRA,"152,341",AMD,1 stop,13h 15m,2025-03-16
SOF,"30,262",AMD,1 stop ∙ Change airport,20h 45m,2025-03-16
LIS,"64,242",AMD,1 stop,12h,2025-03-16
DUS,"205,112",AMD,1 stop,13h 30m,2025-03-16
IST,"152,892",AMD,1 stop,20h 05m,2025-03-16
BER,"92,470",AMD,1 stop,12h 20m,2025-03-16
AMS,"83,658",AMD,1 stop,16h 05m,2025-03-16
PRG,"78,030",AMD,1 stop,10h,2025-03-16
VLC,"29,375",AMD,1 stop,15h 40m,2025-03-16
BER,"37,965",AMD,1 stop ∙ Change airport,24h 15m,2025-03-16
TLV,"80,530",AMD,1 stop,16h,2025-03-16
PRG,"78,030",AMD,1 stop,16h 45m,2025-03-16
SAW,"111,875",AMD,1 stop,15h 40m,2025-03-16
IST,"82,480",AMD,1 stop,20h 50m,2025-03-16
DXB,"157,660",AMD,1 stop,7h 35m,2025-03-16
VCE,"451,691",AMD,1 stop,17h 45m,2025-03-16
BER,"58,086",AMD,1 stop,8h 10m,2025-03-16
SOF,"216,793",AMD,1 stop,26h 50m,2025-03-16
LYS,"84,905",AMD,1 stop,15h 50m,2025-03-16
IST,"202,840",AMD,1 stop,5h 15m,2025-03-16
LIS,"45,783",AMD,1 stop,26h,2025-03-16
LIS,"227,476",AMD,1 stop,14h 25m,2025-03-16
AUH,"80,195",AMD,1 stop,13h 45m,2025-03-16
VCE,"194,856",AMD,1 stop,13h 10m,2025-03-16
BEG,"43,027",AMD,1 stop,14h 35m,2025-03-16
TBS,"73,976",AMD,1 stop,23h 15m,2025-03-16
BEG,"97,692",AMD,1 stop,7h 25m,2025-03-16
RMO,"37,620",AMD,1 stop,18h 20m,2025-03-16
NCE,"30,819",AMD,1 stop,9h 40m,2025-03-16
SOF,"40,866",AMD,1 stop,15h 55m,2025-03-16
SOF,"90,102",AMD,1 stop,14h 40m,2025-03-16
LIS,"41,856",AMD,1 stop,9h 40m,2025-03-16
LYS,"98,062",AMD,1 stop,16h 35m,2025-03-16
TLV,"60,047",AMD,1 stop,5h 30m,2025-03-16
LYS,"114,326",AMD,1 stop,7h 40m,2025-03-16
NCE,"82,710",AMD,1 stop,8h 30m,2025-03-16
TLV,"73,522",AMD,1 stop,22h 40m,2025-03-16
SAW,"46,588",AMD,1 stop,9h 50m,2025-03-16
LIS,"69,341",AMD,1 stop,15h 55m,2025-03-16
FRA,"93,428",AMD,1 stop,16h 15m,2025-03-16
TLV,"52,170",AMD,1 stop,11h 50m,2025-03-16
IST,"242,973",AMD,1 stop,27h 20m,2025-03-16
FRA,"67,721",AMD,1 stop,15h 45m,2025-03-16
TLV,"102,797",AMD,1 stop,20h 30m,2025-03-16
SOF,"97,574",AMD,1 stop,21h 05m,2025-03-16
DUS,"97,965",AMD,1 stop,20h 20m,2025-03-16
SAW,"44,325",AMD,1 stop,26h 30m,2025-03-16
TLV,"387,658",AMD,1 stop,21h 15m,2025-03-16
SOF,"58,342",AMD,1 stop,13h 50m,2025-03-16
LYS,"65,324",AMD,1 stop,9h 50m,2025-03-16
SAW,"59,161",AMD,1 stop,16h 45m,2025-03-16
DUS,"97,965",AMD,1 stop,7h 25m,2025-03-16
ATH,"39,855",AMD,1 stop,10h,2025-03-16
TLV,"59,667",AMD,1 stop,11h 20m,2025-03-16
BER,"127,347",AMD,1 stop,11h 15m,2025-03-16
DUS,"425,403",AMD,1 stop,17h,2025-03-16
TLV,"387,658",AMD,1 stop,29h 50m,2025-03-16
SOF,"39,897",AMD,1 stop,13h 05m,2025-03-16
ATH,"75,434",AMD,1 stop,19h 05m,2025-03-16
FRA,"91,165",AMD,1 stop,17h 30m,2025-03-16
DUS,"67,622",AMD,1 stop,16h 55m,2025-03-16
SOF,"39,401",AMD,1 stop ∙ Change airport,26h 45m,2025-03-16
TLV,"387,658",AMD,1 stop,25h 05m,2025-03-16
LIS,"67,675",AMD,1 stop,17h 40m,2025-03-16
PRG,"54,870",AMD,1 stop ∙ Change airport,12h 35m,2025-03-16
PRG,"83,934",AMD,1 stop,19h 30m,2025-03-16
LIS,"69,341",AMD,1 stop,28h,2025-03-16
BUS,"60,006",AMD,1 stop,9h 45m,2025-03-16
IST,"202,840",AMD,1 stop,7h 50m,2025-03-16
SAW,"48,276",AMD,1 stop,15h 05m,2025-03-16
BEG,"59,956",AMD,1 stop,31h 10m,2025-03-16
SHJ,"115,040",AMD,1 stop,23h 55m,2025-03-16
VCE,"420,085",AMD,1 stop,17h 45m,2025-03-16
TLV,"92,909",AMD,1 stop,28h 55m,2025-03-16
ATH,"46,497",AMD,1 stop,6h 45m,2025-03-16
VIE,"106,635",AMD,1 stop,14h 45m,2025-03-16
VIE,"67,946",AMD,1 stop,11h 55m,2025-03-16
